name,id
Amblin Entertainment,56.0
Legendary Pictures,923.0
Fuji Television Network,3341.0
Dentsu,6452.0
Columbia Pictures,5.0
Columbia Pictures,5.0
Laura Ziskin Productions,326.0
Marvel Enterprises,19551.0
Marvel Studios,420.0
Walt Disney Pictures,2.0
Team Todd,598.0
Tim Burton Productions,8601.0
Roth Films,16314.0
"Zanuck Company, The",20004.0
Ingenious Film Partners,289.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Dune Entertainment,444.0
Major Studio Partners,445.0
Bad Hat Harry Productions,9168.0
thinkfilm,12247.0
Marvel Enterprises,19551.0
X3 Canada Productions,79028.0
X3US Productions,79029.0
XM3 Service,79030.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Paramount Pictures,4.0
DreamWorks SKG,27.0
Amblin Entertainment,56.0
Di Bonaventura Pictures,435.0
Platinum Dunes,2481.0
Hasbro Studios,22826.0
Revolution Sun Studios,76043.0
Paramount Pictures,4.0
Amblin Entertainment,56.0
Di Bonaventura Pictures,435.0
Platinum Dunes,2481.0
China Movie Channel,11413.0
Hasbro Studios,22826.0
Ian Bryce Productions,38833.0
Revolution Sun Studios,76043.0
Walt Disney Pictures,2.0
Roth Films,16314.0
Columbia Pictures,5.0
Marvel Enterprises,19551.0
Avi Arad Productions,31828.0
Matt Tolmach Productions,53462.0
Walt Disney Pictures,2.0
LivePlanet,7161.0
Prana Studios,18713.0
Sean Bailey Productions,23791.0
Revolution Sun Studios,76043.0
Kontsept Film Company,76067.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
De Line Pictures,2609.0
Warner Bros.,6194.0
DC Entertainment,9993.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Columbia Pictures,5.0
The Halcyon Company,4021.0
Wonderland Sound and Vision,4022.0
Warner Bros.,6194.0
Universal Pictures,33.0
Original Film,333.0
Fuji Television Network,3341.0
Dentsu,6452.0
One Race Films,7154.0
China Film Co.,40890.0
Québec Production Services Tax Credit,86352.0
Media Rights Capital (MRC),86655.0
Abu Dhabi Film Commission,87857.0
"Colorado Office of Film, Television & Media",87858.0
Paramount Pictures,4.0
GK Films,3281.0
Skydance Productions,6277.0
Hemisphere Media Capital,9169.0
Apparatus Productions,11956.0
Latina Pictures,19108.0
2DUX²,23644.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Marvel Entertainment,7505.0
Bad Hat Harry Productions,9168.0
TSG Entertainment,22213.0
Down Productions,37336.0
Revolution Sun Studios,76043.0
Paramount Pictures,4.0
Skydance Productions,6277.0
Bad Robot,11461.0
Kurtzman/Orci,12536.0
New Line Cinema,12.0
Original Film,333.0
Legendary Pictures,923.0
Warner Bros.,6194.0
Big Kid Pictures,8406.0
Bad Hat Harry Productions,9168.0
Village Roadshow Pictures,79.0
Bazmark Films,240.0
Warner Bros.,6194.0
A&E Television Networks,11858.0
Red Wagon Entertainment,14440.0
Spectrum Films,14604.0
Walt Disney Pictures,2.0
Jerry Bruckheimer Films,130.0
Legendary Pictures,923.0
Warner Bros.,6194.0
Disney Double Dare You (DDY),19750.0
Indochina Productions,19751.0
Paramount Pictures,4.0
Di Bonaventura Pictures,435.0
Indochina Productions,19751.0
Hasbro Studios,22826.0
Lucasfilm,1.0
Paramount Pictures,4.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Paramount Pictures,4.0
Bad Robot,11461.0
Perfect Storm Entertainment,34530.0
Alibaba Pictures Group,69484.0
Skydance Media,82819.0
Sneaky Shark,83644.0
Huahua Media,83645.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
FortyFour Studios,93408.0
New Line Cinema,12.0
Columbia Pictures,5.0
Centropolis Entertainment,347.0
The Mark Gordon Company,1557.0
Farewell Productions,10905.0
Walt Disney,5888.0
ImageMovers,11395.0
Village Roadshow Pictures,79.0
Dune Entertainment,444.0
Anarchos Productions,450.0
Warner Bros.,6194.0
Village Roadshow Pictures,79.0
Dark Horse Entertainment,552.0
Jerry Weintraub Productions,2596.0
RatPac-Dune Entertainment,41624.0
Beagle Pug Films,46339.0
Riche Productions,86565.0
Village Roadshow Films North America,86566.0
Walt Disney,5888.0
Walden Media,10221.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Marvel Entertainment,7505.0
Bad Hat Harry Productions,9168.0
TSG Entertainment,22213.0
Kinberg Genre,78091.0
DC Comics,429.0
Legendary Pictures,923.0
Warner Bros.,6194.0
DC Entertainment,9993.0
Syncopy,9996.0
Pixar Animation Studios,3.0
DreamWorks Animation,521.0
Marvel Studios,420.0
Paramount Pictures,4.0
Infinitum Nihil,2691.0
GK Films,3281.0
"Todman, Simon, LeMasters Productions",2507.0
Warner Bros.,6194.0
Peters Entertainment,16774.0
Sonnenfeld Josephson Worldwide Entertainment,57088.0
Universal Pictures,33.0
China Film Co-Production Corporation,2269.0
Relativity Media,7295.0
Alphaville Films,11462.0
"Sommers Company, The",19643.0
DC Comics,429.0
Dune Entertainment,444.0
Atlas Entertainment,507.0
Warner Bros.,6194.0
DC Entertainment,9993.0
Columbia Pictures,5.0
Universal Pictures,33.0
Spyglass Entertainment,158.0
Shady Acres Entertainment,159.0
Original Film,333.0
Playtone,4171.0
Relativity Media,7295.0
Village Roadshow Pictures,79.0
Warner Bros.,6194.0
Viz Media,6687.0
Province of British Columbia Production Services Tax Credit,12200.0
3 Arts Entertainment,36390.0
RatPac-Dune Entertainment,41624.0
Universal Pictures,33.0
Gordon Company,1073.0
Davis Entertainment,1302.0
Licht/Mueller Film Corporation,6092.0
Paramount Pictures,4.0
Spyglass Entertainment,158.0
Di Bonaventura Pictures,435.0
Hasbro,2598.0
Kontsept Film Company,76067.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Walt Disney Pictures,2.0
Walt Disney Studios Motion Pictures,3036.0
Fairview Entertainment,7297.0
Moving Picture Company (MPC),20478.0
Marvel Studios,420.0
Universal Pictures,33.0
Roth Films,16314.0
Walt Disney Pictures,2.0
Walt Disney Studios Motion Pictures,3036.0
Roth Films,16314.0
Ingenious Media,290.0
Chernin Entertainment,7076.0
TSG Entertainment,22213.0
Corsan,7299.0
Bliss Media,8186.0
Limelight International Media Entertainment,8187.0
Neelmudra Entertainment,8188.0
Aristos Films,76098.0
Singularity Productions,76099.0
Wildkite,76100.0
Mid Atlantic Films,2735.0
Stuber Productions,4403.0
Universal,6292.0
Moving Picture Company (MPC),20478.0
H2F Entertainment,20851.0
Marvel Studios,420.0
DreamWorks Animation,521.0
Walt Disney Pictures,2.0
Babieka,20656.0
A113,59778.0
Walt Disney Pictures,2.0
Walt Disney Animation Studios,6125.0
Walt Disney Animation Studios,6125.0
Golden Mean,1867.0
Playtone,4171.0
ImageMovers,11395.0
Twentieth Century Fox Film Corporation,306.0
Centropolis Entertainment,347.0
TSG Entertainment,22213.0
Stereo D,86561.0
DreamWorks Animation,521.0
Vertigo Entertainment,829.0
Mad Hatter Entertainment,20154.0
Columbia Pictures,5.0
Intermedia Films,763.0
Warner Bros.,6194.0
C-2 Pictures,7340.0
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116.0
Mostow/Lieberman Productions,23636.0
Marvel Studios,420.0
Moving Picture Company (MPC),20478.0
Bulletproof Cupid,54850.0
Revolution Sun Studios,76043.0
Paramount Pictures,4.0
Legendary Pictures,923.0
Warner Bros.,6194.0
Syncopy,9996.0
Lynda Obst Productions,13769.0
Legendary Pictures,923.0
Warner Bros.,6194.0
Syncopy,9996.0
Cine Bazar,5896.0
Toho Pictures,49301.0
WingNut Films,11.0
New Line Cinema,12.0
Warner Bros. Pictures,174.0
Metro-Goldwyn-Mayer (MGM),8411.0
Universal Pictures,33.0
Original Film,333.0
Ardustry Entertainment,26281.0
Mediastream Film GmbH & Co. Productions KG,26282.0
Paramount Pictures,4.0
Warner Bros.,6194.0
"Kennedy/Marshall Company, The",7383.0
Ingenious Film Partners,289.0
Ingenious Media,290.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Dune Entertainment,444.0
Dune Entertainment III,6332.0
Marvel Entertainment,7505.0
Bad Hat Harry Productions,9168.0
Big Screen Productions,10893.0
Studio Babelsberg,264.0
Lionsgate,1632.0
Color Force,5420.0
Walt Disney Pictures,2.0
Jerry Bruckheimer Films,130.0
Saturn Films,831.0
Broken Road Productions,8000.0
Junction Entertainment,19097.0
Virtual Studios,449.0
Next Entertainment,1633.0
Warner Bros.,6194.0
Irwin Allen Productions,14024.0
Radiant Productions,18990.0
Synthesis Entertainment,19943.0
Walt Disney Pictures,2.0
Team Todd,598.0
Tim Burton Productions,8601.0
Roth Films,16314.0
Legend3D,37455.0
DreamWorks SKG,27.0
DreamWorks Animation,521.0
Universal Pictures,33.0
Atlas Entertainment,507.0
Legendary Pictures,923.0
Blizzard Entertainment,16028.0
Paramount Pictures,4.0
Annapurna Pictures,13184.0
Skydance Media,82819.0
Dune Entertainment,444.0
Fox 2000 Pictures,711.0
Walden Media,10221.0
Jerry Bruckheimer Films,130.0
Touchstone Pictures,9195.0
Paramount Pictures,4.0
DreamWorks SKG,27.0
Amblin Entertainment,56.0
Di Bonaventura Pictures,435.0
Platinum Dunes,2481.0
thinkfilm,12247.0
SprocketHeads,20011.0
Hasbro Studios,22826.0
Revolution Sun Studios,76043.0
France 3 Cinéma,591.0
Intermedia Films,763.0
Pathé Renn Productions,866.0
Egmond Film & Television,4588.0
Warner Bros.,6194.0
Pacifica Film,10926.0
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116.0
WR Universal Group,54997.0
Warner Bros.,6194.0
Heyday Films,7364.0
Patalex IV Productions Limited,462.0
Warner Bros.,6194.0
Heyday Films,7364.0
Columbia Pictures,5.0
Weed Road Pictures,433.0
Forward Pass,675.0
Relativity Media,7295.0
Overbrook Entertainment,12485.0
Blue Light,28064.0
GH Three,41756.0
Village Roadshow Pictures,79.0
Original Film,333.0
Weed Road Pictures,433.0
Warner Bros.,6194.0
Heyday Films,7364.0
Overbrook Entertainment,12485.0
Village Roadshow Pictures,79.0
The Zanuck Company,80.0
Warner Bros.,6194.0
Tim Burton Productions,8601.0
Plan B Entertainment,45778.0
Theobald Film Productions,55512.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
DC Comics,429.0
Legendary Pictures,923.0
Warner Bros.,6194.0
DC Entertainment,9993.0
Syncopy,9996.0
Patalex III Productions Limited,19231.0
DreamWorks Animation,521.0
Twentieth Century Fox Film Corporation,306.0
1492 Pictures,436.0
Dune Entertainment,444.0
21 Laps Entertainment,2575.0
Museum Canada Productions,10224.0
Moving Picture Company (MPC),20478.0
Ingenious Film Partners,289.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Dune Entertainment,444.0
Seed Productions,9076.0
Bad Hat Harry Productions,9168.0
Big Screen Productions,10893.0
Marvel Enterprises,19551.0
Village Roadshow Pictures,79.0
NPV Entertainment,172.0
Silver Pictures,1885.0
Warner Bros.,6194.0
Walt Disney Pictures,2.0
Walt Disney Animation Studios,6125.0
Village Roadshow Pictures,79.0
NPV Entertainment,172.0
Heineken Branded Entertainment,375.0
Silver Pictures,1885.0
Warner Bros.,6194.0
Marvel Studios,420.0
Village Roadshow Pictures,79.0
Kennedy Miller Productions,2537.0
Warner Bros.,6194.0
Columbia Pictures,5.0
Imagine Entertainment,23.0
Panorama Films,5561.0
Skylark Productions,8253.0
Marvel Studios,420.0
Walt Disney Animation Studios,6125.0
Walt Disney Pictures,2.0
Jerry Bruckheimer Films,130.0
Whamaphram Productions,3639.0
Legendary Pictures,923.0
Thunder Road Pictures,3528.0
Warner Bros.,6194.0
Cott Productions,24175.0
"Furia de Titanes II, A.I.E.",24176.0
Village Roadshow Pictures,79.0
Infinitum Nihil,2691.0
GK Films,3281.0
Warner Bros.,6194.0
Tim Burton Productions,8601.0
Dan Curtis Productions,9228.0
"Zanuck Company, The",20004.0
Paramount Pictures,4.0
Skydance Productions,6277.0
China Movie Channel,11413.0
Bad Robot,11461.0
TC Productions,21777.0
Alibaba Pictures Group,69484.0
Odin,69485.0
Universal Pictures,33.0
Stuber Productions,4403.0
Relativity Media,7295.0
Pacific Data Images (PDI),520.0
DreamWorks Animation,521.0
Columbus 81 Productions,1903.0
DreamWorks Animation,521.0
Paramount Pictures,4.0
Nickelodeon Movies,2348.0
"Kennedy/Marshall Company, The",7383.0
Industrial Light & Magic (ILM),8805.0
Blinding Edge Pictures,12236.0
Paramount Pictures,4.0
Cruise/Wagner Productions,44.0
Studio Babelsberg,264.0
MI 3 Film,658.0
China Film Co-Production Corporation,2269.0
China Film Group Corporation (CFGC),14714.0
The Fourth Production Company Film Group,22102.0
Columbia Pictures,5.0
Centropolis Entertainment,347.0
Iron Horse Entertainment (II),34981.0
Mythology Entertainment (II),34982.0
Walt Disney Animation Studios,6125.0
Aardman Animations,297.0
DreamWorks Animation,521.0
Warner Bros.,6194.0
Moving Picture Company (MPC),20478.0
Berlanti Productions,27711.0
RatPac-Dune Entertainment,41624.0
Pacific Data Images (PDI),520.0
DreamWorks Animation,521.0
Classic Media Productions,73951.0
Bullwinkle Studios,73952.0
Plan B Entertainment,81.0
Warner Bros.,6194.0
Nimar Studios,7636.0
Radiant Productions,18990.0
Helena Productions,19107.0
Latina Pictures,19108.0
DreamWorks Animation,521.0
Eon Productions,7576.0
Columbia Pictures,5.0
Village Roadshow Pictures,79.0
"Montecito Picture Company, The",4607.0
LStar Capital,34034.0
Feigco Entertainment,61791.0
Pascal Pictures,84041.0
Ghostcorps,84042.0
Jerry Bruckheimer Films,130.0
Touchstone Pictures,9195.0
Valhalla Motion Pictures,11533.0
Columbia Pictures,5.0
Amblin Entertainment,56.0
Columbia Pictures Corporation,441.0
Parkes+MacDonald Image Nation,49325.0
Paramount Pictures,4.0
Shangri-La Entertainment,2265.0
ImageMovers,11395.0
Paramount Animation,24955.0
Twentieth Century Fox Film Corporation,306.0
DreamWorks Animation,521.0
China Film Co.,40890.0
Oriental DreamWorks,76266.0
Paramount Pictures,4.0
Skydance Productions,6277.0
Bad Robot,11461.0
TC Productions,21777.0
Revolution Sun Studios,76043.0
Kontsept Film Company,76067.0
DreamWorks Animation,521.0
Imagine Entertainment,23.0
Columbia Pictures Corporation,441.0
JC 23 Entertainment,76714.0
Cruise/Wagner Productions,44.0
Warner Bros.,6194.0
Radar Pictures,14718.0
"Bedford Falls Company, The",20634.0
Scott Free Productions,1645.0
Chernin Entertainment,7076.0
Babieka,20656.0
Volcano Films,52184.0
Paramount Pictures,4.0
Spyglass Entertainment,158.0
Bad Robot,11461.0
MavroCine Pictures GmbH & Co. KG,23419.0
Columbia Pictures,5.0
Marvel Enterprises,19551.0
DreamWorks Animation,521.0
Mad Hatter Entertainment,20154.0
Summit Entertainment,491.0
Mystery Clock Cinema,908.0
Thunder Road Pictures,3528.0
TIK Films,72441.0
Pyramania,88715.0
Laura Ziskin Productions,326.0
Original Film,333.0
Columbia Pictures Corporation,441.0
Phoenix Pictures,11317.0
AFG Talons Productions,19523.0
Paramount Pictures,4.0
DC Comics,429.0
Lawrence Gordon Productions,840.0
Legendary Pictures,923.0
Warner Bros.,6194.0
Cruel and Unusual Films,78685.0
Silver Pictures,1885.0
Donner/Shuler-Donner Productions,5739.0
Warner Bros.,6194.0
Universal Pictures,33.0
Good Machine,10565.0
Valhalla Motion Pictures,11533.0
Marvel Enterprises,19551.0
Paramount Pictures,4.0
Di Bonaventura Pictures,435.0
Hasbro,2598.0
Skydance Productions,6277.0
Metro-Goldwyn-Mayer (MGM),8411.0
Saints LA,19719.0
Paramount Pictures,4.0
Bristol Bay Productions,2233.0
Baldwin Entertainment Group,2234.0
Desertlands Entertainment,2235.0
Mace Neufeld Productions,2767.0
Kanzaman,4169.0
J.K. Livin Productions,12124.0
Moguletta,12125.0
Sahara Productions,12126.0
Babelsberg Film,19481.0
Columbia Pictures,5.0
Square USA,4164.0
Chris Lee Productions,20033.0
Marvel Studios,420.0
Eon Productions,7576.0
Metro-Goldwyn-Mayer (MGM),8411.0
Universal Pictures,33.0
Twentieth Century Fox Film Corporation,306.0
Samuel Goldwyn Films,9118.0
Miramax,53009.0
Summit Entertainment,491.0
Sunswept Entertainment,5219.0
Temple Hill Entertainment,12292.0
Village Roadshow Pictures,79.0
Warner Bros.,6194.0
Dr D Studios,28381.0
Kennedy Miller Mitchell,28382.0
Universal Pictures,33.0
Marvel Studios,420.0
Valhalla Motion Pictures,11533.0
MVL Incredible Productions,25121.0
Walt Disney Pictures,2.0
Amblin Entertainment,56.0
Reliance Entertainment,7294.0
"Kennedy/Marshall Company, The",7383.0
Walden Media,10221.0
Regency Enterprises,508.0
Appian Way,562.0
CatchPlay,8870.0
Anonymous Content,10039.0
New Regency Pictures,10104.0
Hong Kong Alpha Motion Pictures Co.,13796.0
RatPac Entertainment,28732.0
M Productions,52660.0
Monarchy Enterprises S.a.r.l.,77845.0
DreamWorks Animation,521.0
Paramount Pictures,4.0
Nickelodeon Movies,2348.0
GK Films,3281.0
Blind Wink,10262.0
Paramount Animation,24955.0
DreamWorks Animation,521.0
Universal Pictures,33.0
The Kennedy/Marshall Company,862.0
Ludlum Entertainment,11347.0
Motion Picture BETA Produktionsgesellschaft,11348.0
Bourne Again,11349.0
DreamWorks Animation,521.0
Marvel Studios,420.0
Lionsgate,1632.0
Color Force,5420.0
Twentieth Century Fox Film Corporation,306.0
DreamWorks Animation,521.0
Paramount Pictures,4.0
DreamWorks SKG,27.0
Cruise/Wagner Productions,44.0
Amblin Entertainment,56.0
Columbia Pictures Corporation,441.0
Don Simpson/Jerry Bruckheimer Films,10288.0
DreamWorks,7.0
Columbia Pictures,5.0
Di Bonaventura Pictures,435.0
Relativity Media,7295.0
Wintergreen Productions,11845.0
Paramount Pictures,4.0
Regency Enterprises,508.0
Protozoa Pictures,7503.0
Disruption Entertainment,10256.0
Paramount Pictures,4.0
Columbia Pictures,5.0
WingNut Films,11.0
Amblin Entertainment,56.0
Nickelodeon Movies,2348.0
"Kennedy/Marshall Company, The",7383.0
Hemisphere Media Capital,9169.0
1492 Pictures,436.0
Heyday films,437.0
Warner Bros.,6194.0
Bazmark Films,240.0
Ingenious Film Partners,289.0
Twentieth Century Fox Film Corporation,306.0
Dune Entertainment III,6332.0
ScreenWest,7888.0
Columbia Pictures,5.0
Blinding Edge Pictures,12236.0
Overbrook Entertainment,12485.0
Walt Disney Pictures,2.0
Walt Disney Feature Animation,10217.0
Twentieth Century Fox Film Corporation,306.0
1492 Pictures,436.0
21 Laps Entertainment,2575.0
Moving Picture Company (MPC),20478.0
TSG Entertainment,22213.0
DreamWorks Animation,521.0
1492 Pictures,436.0
Warner Bros.,6194.0
Heyday Films,7364.0
Universal Pictures,33.0
Original Film,333.0
Dark Horse Entertainment,552.0
Walt Disney Pictures,2.0
Jerry Bruckheimer Films,130.0
Lionsgate,1632.0
Color Force,5420.0
Columbia Pictures,5.0
Imagine Entertainment,23.0
Skylark Productions,8253.0
Government of Malta,19927.0
Blue Sky Studios,9383.0
Twentieth Century Fox Animation,11749.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Bad Hat Harry Productions,9168.0
Marvel Enterprises,19551.0
XM2 Productions,79026.0
XF2 Canada Productions,79027.0
Universal Pictures,33.0
Original Film,333.0
One Race Productions,1225.0
Village Roadshow Pictures,79.0
Silver Pictures,1885.0
Lin Pictures,2723.0
Warner Bros.,6194.0
Wigram Productions,23202.0
The Zanuck Company,80.0
Legendary Pictures,923.0
Thunder Road Pictures,3528.0
Warner Bros.,6194.0
Moving Picture Company (MPC),20478.0
TriStar Pictures,559.0
Carolco Pictures,14723.0
Carolco International N.V.,80461.0
Touchstone Pictures,9195.0
Universal Pictures,33.0
Dentsu,6452.0
Relativity Media,7295.0
"Kennedy/Marshall Company, The",7383.0
Captivate Entertainment,25716.0
PolyGram Filmed Entertainment,1382.0
Warner Bros.,6194.0
Imagine Entertainment,23.0
Universal Pictures,33.0
Lions Gate Films,35.0
Twentieth Century Fox Film Corporation,306.0
Centropolis Entertainment,347.0
Mark Gordon Productions,11362.0
Mel's Cite du Cinema,54502.0
Paramount Pictures,4.0
Cruise/Wagner Productions,44.0
Munich Film Partners & Company (MFP) MI2 Productions,51199.0
Warner Bros.,6194.0
Baltimore Spring Creek Productions,16061.0
Radiant Productions,18990.0
Ingenious Film Partners,289.0
Twentieth Century Fox Film Corporation,306.0
1492 Pictures,436.0
Dune Entertainment,444.0
Constantin Film Produktion,5755.0
Bernd Eichinger Productions,10881.0
Marvel Enterprises,19551.0
Ingenious Film Partners,289.0
Ingenious Media,290.0
Dune Entertainment,444.0
Fox 2000 Pictures,711.0
Big Screen Productions,10893.0
Haishang Films,13480.0
Columbia Pictures Corporation,441.0
Relativity Media,7295.0
Michael De Luca Productions,11370.0
Marvel Enterprises,19551.0
Crystal Sky Pictures,20241.0
GH One,20475.0
Vengeance Productions Pty. Ltd.,20476.0
The Kennedy/Marshall Company,862.0
Captivate Entertainment,25716.0
Pearl Street Films,29313.0
Double Negative,31922.0
Perfect World (Beijing) Pictures Co.,83871.0
Columbia Pictures,5.0
Wonderland Sound and Vision,4022.0
Tall Trees Productions,10239.0
Flower Films (II),19813.0
Twentieth Century Fox Film Corporation,306.0
Dune Entertainment,444.0
Scott Free Productions,1645.0
Brandywine Productions,19747.0
Columbia Pictures,5.0
Sony Pictures Entertainment,5752.0
TriStar Pictures,559.0
Media Rights Capital,2531.0
Sony Pictures Entertainment (SPE),7431.0
QED International,11029.0
Alpha Core,18209.0
Genre Films,28788.0
Simon Kinberg Productions,31076.0
One Race Films,7154.0
Radar Pictures,14718.0
Columbia Pictures,5.0
Strike Entertainment,655.0
Metro-Goldwyn-Mayer (MGM),8411.0
Village Roadshow Pictures,79.0
Studio Babelsberg,264.0
Anarchos Productions,450.0
Silver Pictures,1885.0
Warner Bros.,6194.0
Velocity Productions,12170.0
Columbia Pictures,5.0
Gracie Films,18.0
Road Rebel,2648.0
Tree Line Films,84.0
Twentieth Century Fox Film Corporation,306.0
Dune Entertainment,444.0
Regency Enterprises,508.0
Pink Machine,21845.0
Universal Pictures,33.0
Chernin Entertainment,7076.0
Relativity Media,7295.0
Monolith Pictures (III),19647.0
Radical Studios,19648.0
Lucasfilm,1.0
Lucasfilm,1.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Twentieth Century Fox Film Corporation,306.0
Donners' Company,431.0
Marvel Entertainment,7505.0
Bad Hat Harry Productions,9168.0
Big Screen Productions,10893.0
TSG Entertainment,22213.0
Lucasfilm,1.0
DreamWorks Animation,521.0
Constantin Film,47.0
TF1 Films Productions,356.0
Pathé Renn Productions,866.0
La Petite Reine,1992.0
Tri Pictures,1994.0
Sorolla Films,1995.0
Novo RPI,1996.0
Canal+,5358.0
uFilm,8676.0
Canal+ España,9335.0
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921.0
Les Editions Albert René,20409.0
Lion Rock Productions,2812.0
Metro-Goldwyn-Mayer (MGM),8411.0
Universal Pictures,33.0
Perfect World Pictures,10338.0
Roth Films,16314.0
Paramount Pictures,4.0
Nickelodeon Movies,2348.0
Platinum Dunes,2481.0
Warner Bros.,6194.0
Heyday Films,7364.0
Esperanto Filmoj,7470.0
Universal Pictures,33.0
Pacific Western,1280.0
Paramount Pictures,4.0
Nickelodeon Movies,2348.0
Platinum Dunes,2481.0
5150 Action,47354.0
Gama Entertainment Partners,77208.0
Twentieth Century Fox Film Corporation,306.0
Marv Films,5374.0
Marvel Entertainment,7505.0
Constantin Film.,9078.0
Moving Picture Company (MPC),20478.0
TSG Entertainment,22213.0
Genre Films,28788.0
Ingenious Film Partners,289.0
Twentieth Century Fox Film Corporation,306.0
1492 Pictures,436.0
21 Laps Entertainment,2575.0
New Line Cinema,12.0
Village Roadshow Pictures,79.0
Warner Bros.,6194.0
Flynn Picture Company,34081.0
Eon Productions,7576.0
Centropolis Entertainment,347.0
Columbia Pictures Corporation,441.0
Mutual Film Company,762.0
Global Entertainment Productions GmbH & Company Medien KG,9269.0
Village Roadshow Pictures,79.0
Section Eight,129.0
Jerry Weintraub Productions,2596.0
Warner Bros.,6194.0
WV Films III,12202.0
Weed Road Pictures,433.0
Summit Entertainment,491.0
Regency Enterprises,508.0
Epsilon Motion Pictures,1171.0
New Regency Pictures,10104.0
Summit Entertainment,491.0
Mandeville Films,10227.0
Red Wagon Entertainment,14440.0
NeoReel,24097.0
Miramax Films,14.0
Appian Way,562.0
Forward Pass,675.0
Cappa Productions,691.0
Warner Bros.,6194.0
Initial Entertainment Group (IEG),7380.0
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116.0
Mel's Cite du Cinema,54502.0
